,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,163.1,4.24,706.0,164.0,25.0,3.0,79.0,77.0,34.0,63.0,3.0,5.0,120.0,0.257,0.333,0.479,0.348,6.61,3.47,1.9,1.87,17.0,8.9,8.1,0.257,1.39,0.269,83.0,5.67,5.01
1,Total,Away,162.2,4.81,704.0,153.0,35.0,3.0,90.0,87.0,29.0,69.0,6.0,5.0,122.0,0.243,0.328,0.46,0.338,6.75,3.82,1.77,1.6,17.3,9.8,7.5,0.243,1.36,0.259,73.5,5.37,5.09
