,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,39.0,- - -,190.0,43.0,13.0,1.0,22.0,22.0,8.0,29.0,2.0,2.0,37.0,0.27,0.389,0.516,0.389,8.54,6.69,1.28,1.85,19.5,15.3,4.2,- - -,1.85,0.307,82.8,6.13,5.23
1,Total,vs R,44.1,- - -,196.0,43.0,8.0,1.0,23.0,22.0,6.0,25.0,1.0,0.0,30.0,0.252,0.349,0.418,0.338,6.09,5.08,1.2,1.22,15.3,12.8,2.5,- - -,1.53,0.274,75.5,5.07,5.39
