,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,68.1,3.82,298.0,69.0,16.0,1.0,40.0,29.0,15.0,25.0,5.0,1.0,61.0,0.254,0.32,0.493,0.339,8.03,3.29,2.44,1.98,20.5,8.4,12.1,0.254,1.38,0.276,74.3,5.3,4.2
1,Total,Away,73.1,5.15,337.0,80.0,13.0,3.0,44.0,42.0,8.0,38.0,6.0,7.0,54.0,0.274,0.375,0.432,0.35,6.63,4.66,1.42,0.98,16.0,11.3,4.7,0.274,1.61,0.313,71.2,4.88,5.18
