,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,772.1,- - -,3193.0,792.0,153.0,14.0,415.0,385.0,95.0,142.0,5.0,40.0,456.0,0.263,0.308,0.425,0.318,5.31,1.65,3.21,1.11,14.3,4.5,9.8,- - -,1.21,0.283,66.5,4.2,4.05
1,Total,vs R,2238.1,- - -,9402.0,2437.0,482.0,29.0,1011.0,901.0,237.0,525.0,41.0,28.0,1251.0,0.275,0.32,0.423,0.323,5.03,2.11,2.38,0.95,13.3,5.6,7.7,- - -,1.32,0.299,74.5,4.08,4.26
