,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,58.2,2.61,247.0,59.0,10.0,1.0,20.0,17.0,5.0,18.0,2.0,2.0,40.0,0.26,0.326,0.389,0.315,6.14,2.76,2.22,0.77,16.2,7.3,8.9,0.26,1.31,0.297,81.9,3.82,3.96
1,Total,Away,50.2,6.57,237.0,67.0,14.0,2.0,40.0,37.0,6.0,23.0,2.0,3.0,32.0,0.318,0.399,0.5,0.391,5.68,4.09,1.39,1.07,13.5,9.7,3.8,0.318,1.78,0.353,62.7,4.87,4.59
