,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,11.1,4.76,46.0,10.0,1.0,0.0,6.0,6.0,1.0,3.0,0.0,0.0,8.0,0.233,0.283,0.326,0.273,6.35,2.38,2.67,0.79,17.4,6.5,10.9,0.233,1.15,0.265,60.3,3.58,3.76
1,Total,Away,1.0,9.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.25,0.5,0.5,0.442,0.0,18.0,0.0,0.0,0.0,33.3,-33.3,0.25,3.0,0.25,66.7,9.05,10.41
