,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,24.2,- - -,109.0,23.0,3.0,0.0,10.0,9.0,5.0,14.0,0.0,1.0,26.0,0.245,0.352,0.441,0.35,9.49,5.11,1.86,1.82,23.9,12.8,11.0,- - -,1.5,0.286,90.3,5.49,4.57
1,Total,vs R,22.1,- - -,101.0,26.0,5.0,0.0,15.0,15.0,5.0,9.0,1.0,1.0,14.0,0.286,0.36,0.523,0.373,5.64,3.63,1.56,2.01,13.9,8.9,5.0,- - -,1.57,0.292,72.4,6.13,5.15
