,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,31.0,- - -,149.0,31.0,6.0,0.0,26.0,24.0,7.0,24.0,3.0,0.0,33.0,0.248,0.374,0.479,0.364,9.58,6.97,1.38,2.03,22.2,16.1,6.0,- - -,1.77,0.282,64.2,6.32,5.64
1,Total,vs R,47.2,- - -,197.0,34.0,7.0,0.0,17.0,15.0,4.0,12.0,1.0,7.0,52.0,0.191,0.272,0.303,0.259,9.82,2.27,4.33,0.76,26.4,6.1,20.3,- - -,0.97,0.246,76.0,3.31,3.83
