,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,143.2,4.82,616.0,140.0,22.0,6.0,81.0,77.0,20.0,49.0,1.0,4.0,73.0,0.249,0.314,0.419,0.318,4.57,3.07,1.49,1.25,11.9,8.0,3.9,0.249,1.32,0.255,67.9,4.93,4.89
1,Total,Away,117.2,6.2,552.0,134.0,30.0,1.0,87.0,81.0,20.0,72.0,2.0,5.0,80.0,0.282,0.385,0.483,0.377,6.12,5.51,1.11,1.53,14.5,13.0,1.4,0.282,1.75,0.304,67.8,5.85,5.33
