,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,294.1,- - -,1304.0,280.0,42.0,7.0,131.0,113.0,25.0,147.0,1.0,15.0,284.0,0.245,0.341,0.364,0.318,8.68,4.49,1.93,0.76,21.8,11.3,10.5,- - -,1.45,0.306,76.4,3.92,4.13
1,Total,vs R,1009.1,- - -,4314.0,962.0,191.0,13.0,512.0,465.0,106.0,386.0,3.0,27.0,962.0,0.247,0.32,0.388,0.313,8.58,3.44,2.49,0.95,22.3,9.0,13.4,- - -,1.34,0.302,70.4,3.79,3.93
