,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,157.0,- - -,748.0,178.0,34.0,3.0,114.0,106.0,25.0,108.0,15.0,4.0,103.0,0.28,0.39,0.468,0.37,5.9,6.19,0.95,1.43,13.8,14.4,-0.7,- - -,1.82,0.301,69.0,5.98,5.79
1,Total,vs R,220.2,- - -,951.0,203.0,42.0,4.0,106.0,98.0,16.0,91.0,7.0,11.0,196.0,0.239,0.328,0.368,0.308,7.99,3.71,2.15,0.65,20.6,9.6,11.0,- - -,1.33,0.294,70.4,3.64,4.35
