,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,8.2,3.12,35.0,10.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,7.0,0.303,0.343,0.394,0.326,7.27,2.08,3.5,0.0,20.0,5.7,14.3,0.303,1.38,0.385,75.0,2.06,3.34
1,Total,Away,11.2,6.17,52.0,8.0,2.0,0.0,8.0,8.0,1.0,10.0,1.0,1.0,8.0,0.195,0.373,0.333,0.321,6.17,7.71,0.8,0.77,15.4,19.2,-3.9,0.195,1.54,0.219,62.5,5.54,5.76
