,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,115.2,4.2,487.0,115.0,19.0,2.0,57.0,54.0,19.0,39.0,6.0,0.0,112.0,0.257,0.318,0.44,0.325,8.71,3.03,2.87,1.48,23.0,8.0,15.0,0.257,1.33,0.303,76.1,4.34,3.62
1,Total,Away,102.1,3.61,437.0,90.0,17.0,0.0,42.0,41.0,12.0,38.0,7.0,4.0,101.0,0.228,0.305,0.369,0.292,8.88,3.34,2.66,1.06,23.1,8.7,14.4,0.228,1.25,0.277,78.1,3.91,3.92
