,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,221.2,4.75,1001.0,266.0,44.0,5.0,125.0,117.0,18.0,80.0,8.0,6.0,178.0,0.291,0.356,0.417,0.339,7.23,3.25,2.23,0.73,17.8,8.0,9.8,0.291,1.56,0.345,69.5,3.72,3.96
1,Total,Away,199.0,2.49,835.0,187.0,29.0,3.0,68.0,55.0,5.0,74.0,10.0,9.0,149.0,0.249,0.327,0.322,0.291,6.74,3.35,2.01,0.23,17.8,8.9,9.0,0.249,1.31,0.304,76.8,3.19,4.08
