,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,56.2,3.97,243.0,44.0,10.0,0.0,29.0,25.0,4.0,34.0,1.0,1.0,65.0,0.212,0.326,0.322,0.297,10.32,5.4,1.91,0.64,26.8,14.0,12.8,0.212,1.38,0.288,68.1,3.61,4.26
1,Total,Away,62.2,5.03,286.0,53.0,8.0,3.0,38.0,35.0,7.0,47.0,2.0,7.0,66.0,0.228,0.378,0.388,0.346,9.48,6.75,1.4,1.01,23.1,16.4,6.7,0.228,1.6,0.289,71.0,5.06,4.96
