,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.0,- - -,66.0,9.0,1.0,0.0,8.0,8.0,3.0,10.0,3.0,0.0,15.0,0.161,0.292,0.345,0.27,8.44,5.63,1.5,1.69,22.7,15.2,7.6,- - -,1.19,0.158,74.3,5.4,4.87
1,Total,vs R,12.0,- - -,49.0,10.0,2.0,0.0,6.0,6.0,2.0,5.0,1.0,1.0,8.0,0.233,0.327,0.429,0.322,6.0,3.75,1.6,1.5,16.3,10.2,6.1,- - -,1.25,0.242,75.8,5.3,4.97
