,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,3.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.1,0.182,0.1,0.143,6.0,3.0,2.0,0.0,18.2,9.1,9.1,0.1,0.67,0.125,100.0,2.81,5.59
1,Total,Away,5.1,23.63,37.0,14.0,6.0,1.0,14.0,14.0,0.0,6.0,0.0,1.0,1.0,0.467,0.568,0.759,0.541,1.69,10.13,0.17,0.0,2.7,16.2,-13.5,0.467,3.75,0.483,33.3,6.71,10.77
