,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,344.1,- - -,1510.0,296.0,61.0,17.0,159.0,149.0,30.0,186.0,13.0,10.0,374.0,0.225,0.328,0.371,0.31,9.78,4.86,2.01,0.78,24.8,12.3,12.5,- - -,1.4,0.292,74.0,3.76,4.19
1,Total,vs R,376.0,- - -,1634.0,377.0,52.0,5.0,206.0,190.0,48.0,143.0,8.0,19.0,287.0,0.256,0.332,0.403,0.323,6.87,3.42,2.01,1.15,17.6,8.8,8.8,- - -,1.38,0.289,70.6,4.52,4.49
