,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,479.2,- - -,2002.0,523.0,90.0,13.0,245.0,228.0,72.0,77.0,6.0,13.0,268.0,0.274,0.309,0.457,0.327,5.03,1.44,3.48,1.35,13.4,3.9,9.5,- - -,1.25,0.287,71.9,4.44,4.4
1,Total,vs R,433.2,- - -,1797.0,483.0,89.0,8.0,207.0,193.0,52.0,52.0,1.0,13.0,257.0,0.279,0.306,0.435,0.319,5.33,1.08,4.94,1.08,14.3,2.9,11.4,- - -,1.23,0.303,71.8,3.87,3.97
