,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,19.2,4.58,85.0,23.0,2.0,0.0,10.0,10.0,2.0,6.0,1.0,0.0,20.0,0.291,0.345,0.403,0.324,9.15,2.75,3.33,0.92,23.5,7.1,16.5,0.291,1.47,0.368,72.5,3.25,3.45
1,Total,Away,8.0,5.63,35.0,9.0,3.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,10.0,0.281,0.343,0.656,0.415,11.25,1.13,10.0,3.38,28.6,2.9,25.7,0.281,1.25,0.316,89.7,6.55,4.16
