,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,83.0,4.55,354.0,78.0,18.0,2.0,43.0,42.0,11.0,41.0,5.0,3.0,49.0,0.252,0.346,0.435,0.337,5.31,4.45,1.2,1.19,13.8,11.6,2.3,0.252,1.43,0.268,74.1,5.21,4.99
1,Total,Away,65.1,6.34,305.0,85.0,19.0,0.0,50.0,46.0,12.0,26.0,1.0,4.0,35.0,0.309,0.382,0.522,0.389,4.82,3.58,1.35,1.65,11.5,8.5,3.0,0.309,1.7,0.32,66.2,5.77,5.19
