,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,5.1,- - -,28.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,6.0,0.191,0.393,0.19,0.274,10.13,11.81,0.86,0.0,21.4,25.0,-3.6,- - -,2.06,0.267,90.9,4.82,6.55
1,Total,vs R,7.0,- - -,32.0,9.0,2.0,0.0,8.0,7.0,2.0,2.0,0.0,0.0,5.0,0.3,0.355,0.607,0.402,6.43,2.57,2.5,2.57,15.6,6.3,9.4,- - -,1.57,0.304,36.6,6.27,4.44
