,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,167.0,3.88,692.0,144.0,24.0,0.0,78.0,72.0,23.0,59.0,2.0,7.0,131.0,0.23,0.305,0.384,0.303,7.06,3.18,2.22,1.24,18.9,8.5,10.4,0.23,1.22,0.256,74.2,4.52,4.47
1,Total,Away,150.2,3.4,658.0,156.0,28.0,5.0,59.0,57.0,17.0,54.0,8.0,5.0,140.0,0.26,0.328,0.416,0.321,8.36,3.23,2.59,1.02,21.3,8.2,13.1,0.26,1.39,0.315,81.6,3.89,4.21
