,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.1,- - -,17.0,4.0,0.0,0.0,5.0,5.0,1.0,4.0,0.0,0.0,2.0,0.308,0.471,0.538,0.44,5.4,10.8,0.5,2.7,11.8,23.5,-11.8,- - -,2.4,0.3,45.5,9.45,5.97
1,Total,vs R,4.1,- - -,27.0,7.0,1.0,0.0,4.0,3.0,1.0,5.0,0.0,2.0,3.0,0.35,0.519,0.579,0.47,6.23,10.38,0.6,2.08,11.1,18.5,-7.4,- - -,2.77,0.375,79.4,9.61,9.18
