,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,683.0,- - -,2973.0,801.0,168.0,25.0,366.0,330.0,75.0,165.0,25.0,26.0,411.0,0.288,0.335,0.454,0.34,5.42,2.17,2.49,0.99,13.8,5.6,8.3,- - -,1.41,0.316,70.6,4.11,4.23
1,Total,vs R,727.1,- - -,3026.0,775.0,157.0,12.0,380.0,352.0,84.0,132.0,12.0,36.0,427.0,0.271,0.314,0.43,0.322,5.28,1.63,3.23,1.04,14.1,4.4,9.8,- - -,1.25,0.294,68.2,4.07,4.02
