,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,8.2,- - -,47.0,13.0,2.0,0.0,10.0,10.0,1.0,8.0,0.0,0.0,8.0,0.333,0.457,0.474,0.415,8.31,8.31,1.0,1.04,17.0,17.0,0.0,- - -,2.42,0.4,56.1,5.45,5.58
1,Total,vs R,13.1,- - -,71.0,17.0,5.0,0.0,16.0,13.0,2.0,12.0,0.0,0.0,15.0,0.288,0.408,0.483,0.389,10.13,8.1,1.25,1.35,21.1,16.9,4.2,- - -,2.18,0.357,49.6,5.43,5.17
