,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,840.0,3.96,3564.0,825.0,169.0,15.0,404.0,370.0,121.0,254.0,16.0,35.0,718.0,0.252,0.315,0.429,0.323,7.69,2.72,2.83,1.3,20.2,7.1,13.0,0.252,1.28,0.289,75.2,4.27,3.7
1,Total,Away,870.0,4.52,3743.0,900.0,186.0,20.0,460.0,437.0,126.0,302.0,20.0,21.0,661.0,0.263,0.33,0.447,0.337,6.84,3.12,2.19,1.3,17.7,8.1,9.6,0.263,1.38,0.294,72.9,4.55,4.03
