,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,245.0,- - -,1070.0,243.0,38.0,6.0,117.0,106.0,25.0,111.0,21.0,6.0,165.0,0.255,0.34,0.391,0.318,6.06,4.08,1.49,0.92,15.4,10.4,5.1,- - -,1.44,0.286,74.8,4.52,4.37
1,Total,vs R,378.0,- - -,1548.0,337.0,48.0,6.0,146.0,138.0,44.0,95.0,8.0,13.0,246.0,0.234,0.29,0.375,0.29,5.86,2.26,2.59,1.05,15.9,6.1,9.7,- - -,1.14,0.255,78.0,4.17,4.45
