,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,19.0,- - -,90.0,20.0,4.0,1.0,11.0,10.0,2.0,15.0,2.0,0.0,14.0,0.267,0.389,0.432,0.355,6.63,7.11,0.93,0.95,15.6,16.7,-1.1,- - -,1.84,0.305,74.5,5.34,5.94
1,Total,vs R,29.1,- - -,138.0,29.0,4.0,1.0,15.0,15.0,6.0,18.0,0.0,3.0,23.0,0.248,0.37,0.469,0.366,7.06,5.52,1.28,1.84,16.7,13.0,3.6,- - -,1.6,0.261,84.1,6.32,6.25
