,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,253.1,- - -,1159.0,309.0,65.0,9.0,158.0,150.0,41.0,115.0,9.0,9.0,153.0,0.299,0.377,0.508,0.379,5.44,4.09,1.33,1.46,13.2,9.9,3.3,- - -,1.67,0.319,73.2,5.38,5.15
1,Total,vs R,337.0,- - -,1444.0,360.0,79.0,4.0,186.0,169.0,48.0,82.0,4.0,23.0,198.0,0.269,0.324,0.447,0.334,5.29,2.19,2.41,1.28,13.7,5.7,8.0,- - -,1.31,0.286,70.1,4.63,4.31
