,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,12.1,8.03,56.0,13.0,5.0,0.0,11.0,11.0,2.0,7.0,0.0,0.0,7.0,0.265,0.364,0.5,0.37,5.11,5.11,1.0,1.46,12.5,12.5,0.0,0.265,1.62,0.275,52.3,5.82,6.15
1,Total,Away,3.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.182,0.182,0.182,0.16,3.0,0.0,1.0,0.0,9.1,0.0,9.1,0.182,0.67,0.2,100.0,2.48,4.7
