,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,1.1,- - -,8.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.429,0.5,1.0,0.611,6.75,6.75,1.0,6.75,12.5,12.5,0.0,- - -,3.0,0.4,100.0,13.63,9.42
1,Total,vs R,4.1,- - -,16.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.133,0.188,0.286,0.198,8.31,2.08,4.0,0.0,25.0,6.3,18.8,- - -,0.69,0.182,66.7,1.98,3.34
