,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,190.2,- - -,852.0,227.0,45.0,4.0,116.0,106.0,30.0,64.0,18.0,3.0,117.0,0.289,0.347,0.48,0.348,5.52,3.02,1.83,1.42,13.7,7.5,6.2,- - -,1.53,0.309,70.6,4.9,4.43
1,Total,vs R,236.1,- - -,1005.0,260.0,53.0,1.0,117.0,105.0,23.0,51.0,3.0,8.0,146.0,0.275,0.321,0.413,0.32,5.56,1.94,2.86,0.88,14.5,5.1,9.5,- - -,1.32,0.305,70.4,3.81,3.79
