,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,47.1,- - -,208.0,52.0,17.0,0.0,22.0,20.0,5.0,17.0,4.0,1.0,22.0,0.274,0.338,0.444,0.337,4.18,3.23,1.29,0.95,10.6,8.2,2.4,- - -,1.46,0.288,76.2,4.67,4.91
1,Total,vs R,53.1,- - -,213.0,48.0,11.0,0.0,19.0,17.0,6.0,9.0,0.0,2.0,29.0,0.238,0.278,0.383,0.291,4.89,1.52,3.22,1.01,13.6,4.2,9.4,- - -,1.07,0.252,79.1,4.09,4.02
