,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,172.0,- - -,792.0,224.0,51.0,6.0,106.0,92.0,23.0,72.0,9.0,5.0,85.0,0.313,0.383,0.506,0.38,4.45,3.77,1.18,1.2,10.7,9.1,1.6,- - -,1.72,0.331,72.5,5.18,4.97
1,Total,vs R,172.0,- - -,773.0,195.0,41.0,3.0,131.0,118.0,31.0,53.0,5.0,22.0,98.0,0.279,0.352,0.489,0.361,5.13,2.77,1.85,1.62,12.7,6.9,5.8,- - -,1.44,0.288,61.3,5.6,4.67
