,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,19.2,- - -,77.0,17.0,1.0,0.0,11.0,11.0,6.0,3.0,0.0,2.0,5.0,0.236,0.286,0.514,0.334,2.29,1.37,1.67,2.75,6.5,3.9,2.6,- - -,1.02,0.18,80.9,7.25,5.66
1,Total,vs R,20.0,- - -,84.0,23.0,6.0,0.0,12.0,12.0,4.0,2.0,0.0,0.0,8.0,0.281,0.301,0.506,0.343,3.6,0.9,4.0,1.8,9.5,2.4,7.1,- - -,1.25,0.271,67.0,5.13,4.28
