,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,87.2,- - -,370.0,69.0,13.0,1.0,25.0,24.0,7.0,45.0,1.0,1.0,84.0,0.213,0.312,0.331,0.29,8.62,4.62,1.87,0.72,22.7,12.2,10.5,- - -,1.3,0.266,85.6,3.8,4.14
1,Total,vs R,109.2,- - -,487.0,116.0,34.0,4.0,65.0,58.0,12.0,43.0,12.0,3.0,104.0,0.263,0.337,0.448,0.333,8.53,3.53,2.42,0.98,21.4,8.8,12.5,- - -,1.45,0.32,66.8,3.9,4.16
