,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,26.1,5.47,108.0,22.0,7.0,0.0,16.0,16.0,4.0,10.0,0.0,0.0,10.0,0.225,0.305,0.436,0.32,3.42,3.42,1.0,1.37,9.3,9.3,0.0,0.225,1.22,0.214,60.6,5.37,5.31
1,Total,Away,13.0,11.08,67.0,22.0,2.0,0.0,16.0,16.0,5.0,7.0,1.0,1.0,7.0,0.373,0.455,0.684,0.474,4.85,4.85,1.0,3.46,10.5,10.5,0.0,0.373,2.23,0.362,60.9,8.78,5.71
