,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,238.0,- - -,1033.0,216.0,53.0,3.0,108.0,100.0,23.0,121.0,17.0,8.0,197.0,0.239,0.335,0.386,0.316,7.45,4.58,1.63,0.87,19.1,11.7,7.4,- - -,1.42,0.282,75.8,4.3,4.79
1,Total,vs R,274.1,- - -,1182.0,271.0,57.0,4.0,153.0,139.0,33.0,110.0,4.0,11.0,245.0,0.255,0.336,0.419,0.332,8.04,3.61,2.23,1.08,20.7,9.3,11.4,- - -,1.39,0.304,69.1,4.16,4.08
