,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,11.1,- - -,51.0,9.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,9.0,0.196,0.28,0.356,0.283,7.15,3.97,1.8,1.59,17.7,9.8,7.8,- - -,1.24,0.2,98.2,5.12,4.63
1,Total,vs R,20.2,- - -,87.0,17.0,4.0,1.0,11.0,7.0,3.0,11.0,2.0,0.0,26.0,0.224,0.326,0.444,0.321,11.32,4.79,2.36,1.31,29.9,12.6,17.3,- - -,1.35,0.298,71.4,4.05,3.69
