,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,2.2,20.25,19.0,8.0,2.0,0.0,6.0,6.0,3.0,1.0,0.0,2.0,1.0,0.5,0.579,1.188,0.725,3.38,3.38,1.0,10.13,5.3,5.3,0.0,0.5,3.38,0.417,73.5,20.38,9.47
1,Total,Home vs L,0.2,- - -,5.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,0.5,0.494,0.0,13.5,0.0,0.0,0.0,20.0,-20.0,0.5,4.5,0.5,0.0,7.63,11.34
