,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.1,- - -,144.0,44.0,13.0,2.0,31.0,30.0,6.0,33.0,0.0,2.0,22.0,0.404,0.549,0.731,0.534,8.49,12.73,0.67,2.31,15.3,22.9,-7.6,- - -,3.3,0.469,68.0,8.93,7.67
1,Total,vs R,32.0,- - -,149.0,30.0,8.0,3.0,37.0,35.0,6.0,18.0,0.0,7.0,33.0,0.242,0.372,0.517,0.38,9.28,5.06,1.83,1.69,22.2,12.1,10.1,- - -,1.5,0.282,38.6,5.69,5.39
