,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,236.1,3.88,1038.0,227.0,44.0,2.0,107.0,102.0,33.0,114.0,12.0,11.0,220.0,0.249,0.343,0.418,0.331,8.38,4.34,1.93,1.26,21.2,11.0,10.2,0.249,1.44,0.294,80.1,4.64,4.24
1,Total,Away,207.0,4.04,880.0,178.0,36.0,4.0,101.0,93.0,25.0,80.0,9.0,11.0,201.0,0.226,0.307,0.381,0.301,8.74,3.48,2.51,1.09,22.8,9.1,13.8,0.226,1.25,0.272,71.8,4.04,3.95
