,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,22.1,8.46,112.0,31.0,7.0,0.0,21.0,21.0,5.0,13.0,0.0,5.0,14.0,0.33,0.445,0.582,0.441,5.64,5.24,1.08,2.01,12.5,11.6,0.9,0.33,1.97,0.347,66.7,7.11,5.89
1,Total,Away,28.1,6.04,126.0,34.0,5.0,1.0,21.0,19.0,4.0,12.0,0.0,0.0,16.0,0.298,0.365,0.465,0.363,5.08,3.81,1.33,1.27,12.7,9.5,3.2,0.298,1.62,0.319,61.9,5.01,5.18
