,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,67.2,- - -,298.0,65.0,14.0,1.0,40.0,36.0,12.0,32.0,7.0,2.0,59.0,0.246,0.333,0.447,0.33,7.85,4.26,1.84,1.6,19.8,10.7,9.1,- - -,1.43,0.275,71.8,5.21,4.47
1,Total,vs R,100.1,- - -,417.0,90.0,17.0,3.0,42.0,39.0,12.0,34.0,3.0,2.0,113.0,0.236,0.305,0.401,0.304,10.14,3.05,3.32,1.08,27.1,8.2,18.9,- - -,1.24,0.305,76.9,3.52,3.54
