,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,161.0,- - -,746.0,183.0,40.0,5.0,89.0,86.0,16.0,95.0,12.0,6.0,63.0,0.284,0.382,0.438,0.357,3.52,5.31,0.66,0.89,8.5,12.7,-4.3,- - -,1.73,0.295,74.5,5.43,5.33
1,Total,vs R,211.2,- - -,902.0,206.0,43.0,4.0,118.0,107.0,19.0,77.0,6.0,13.0,126.0,0.254,0.33,0.393,0.317,5.36,3.27,1.64,0.81,14.0,8.5,5.4,- - -,1.34,0.28,66.1,4.29,4.22
