,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,1.2,16.2,12.0,6.0,2.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.917,0.59,5.4,0.0,1.0,5.4,8.3,0.0,8.3,0.5,3.6,0.5,21.7,9.76,7.29
1,Total,Away,2.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.375,0.444,0.375,0.369,4.5,4.5,1.0,0.0,11.1,11.1,0.0,0.375,2.0,0.429,100.0,3.66,6.33
