,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,5.1,- - -,18.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,4.0,0.188,0.278,0.375,0.286,6.75,3.38,2.0,1.69,22.2,11.1,11.1,- - -,0.94,0.182,55.6,5.22,5.03
1,Total,vs R,4.1,- - -,26.0,6.0,1.0,0.0,3.0,2.0,0.0,5.0,0.0,1.0,6.0,0.3,0.462,0.35,0.377,12.46,10.38,1.2,0.0,23.1,19.2,3.8,- - -,2.54,0.429,75.0,4.54,5.31
