,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.0,- - -,13.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.182,0.308,0.2,0.246,0.0,6.0,0.0,0.0,0.0,15.4,-15.4,- - -,1.33,0.182,50.0,5.08,7.11
1,Total,vs R,4.1,- - -,18.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.412,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,- - -,1.38,0.333,66.7,3.08,5.05
