,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,71.2,- - -,303.0,79.0,16.0,4.0,44.0,43.0,12.0,17.0,1.0,2.0,43.0,0.278,0.325,0.493,0.347,5.4,2.13,2.53,1.51,14.2,5.6,8.6,- - -,1.34,0.293,66.5,4.91,4.56
1,Total,vs R,80.1,- - -,332.0,83.0,13.0,1.0,33.0,33.0,10.0,20.0,3.0,0.0,55.0,0.266,0.312,0.417,0.311,6.16,2.24,2.75,1.12,16.6,6.0,10.6,- - -,1.28,0.296,78.7,4.13,4.1
