,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,11.2,- - -,55.0,14.0,3.0,0.0,9.0,8.0,2.0,7.0,0.0,0.0,12.0,0.292,0.382,0.479,0.376,9.26,5.4,1.71,1.54,21.8,12.7,9.1,- - -,1.8,0.353,65.9,5.1,4.48
1,Total,vs R,15.0,- - -,74.0,20.0,3.0,0.0,13.0,13.0,1.0,8.0,0.0,2.0,18.0,0.313,0.405,0.406,0.365,10.8,4.8,2.25,0.6,24.3,10.8,13.5,- - -,1.87,0.422,59.4,3.6,4.26
