,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,35.0,- - -,145.0,36.0,3.0,0.0,15.0,14.0,2.0,5.0,0.0,1.0,28.0,0.259,0.292,0.333,0.277,7.2,1.29,5.6,0.51,19.3,3.5,15.9,- - -,1.17,0.312,68.9,2.79,2.59
1,Total,vs R,84.2,- - -,381.0,107.0,16.0,4.0,47.0,45.0,9.0,30.0,2.0,9.0,62.0,0.313,0.383,0.462,0.372,6.59,3.19,2.07,0.96,16.3,7.9,8.4,- - -,1.62,0.362,74.2,4.43,3.83
