,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,14.1,5.02,68.0,14.0,2.0,0.0,9.0,8.0,1.0,12.0,1.0,0.0,19.0,0.25,0.382,0.339,0.33,11.93,7.53,1.58,0.63,27.9,17.7,10.3,0.25,1.81,0.361,69.1,3.81,3.94
1,Total,Away,14.2,4.3,65.0,10.0,2.0,0.0,7.0,7.0,1.0,11.0,0.0,1.0,11.0,0.189,0.338,0.283,0.297,6.75,6.75,1.0,0.61,16.9,16.9,0.0,0.189,1.43,0.22,72.8,4.88,5.69
