,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,60.2,5.34,273.0,51.0,9.0,0.0,36.0,36.0,10.0,40.0,3.0,5.0,74.0,0.224,0.356,0.404,0.337,10.98,5.93,1.85,1.48,27.1,14.7,12.5,0.224,1.5,0.285,73.2,5.07,4.32
1,Total,Away,48.2,4.99,227.0,51.0,12.0,0.0,30.0,27.0,10.0,26.0,2.0,1.0,52.0,0.255,0.345,0.474,0.353,9.62,4.81,2.0,1.85,22.9,11.5,11.5,0.255,1.58,0.297,75.0,5.34,4.68
