,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,66.1,- - -,257.0,37.0,3.0,0.0,14.0,14.0,4.0,27.0,0.0,1.0,69.0,0.162,0.255,0.231,0.228,9.36,3.66,2.56,0.54,26.9,10.5,16.3,- - -,0.96,0.212,85.9,3.06,3.45
1,Total,vs R,26.2,- - -,138.0,39.0,10.0,1.0,31.0,28.0,6.0,24.0,4.0,1.0,13.0,0.345,0.464,0.611,0.454,4.39,8.1,0.54,2.03,9.4,17.4,-8.0,- - -,2.36,0.351,59.4,7.87,6.62
