,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.0,- - -,123.0,35.0,13.0,1.0,19.0,18.0,1.0,19.0,1.0,2.0,15.0,0.343,0.459,0.53,0.427,5.87,7.43,0.79,0.39,12.2,15.5,-3.2,- - -,2.35,0.395,67.8,5.06,5.98
1,Total,vs R,35.1,- - -,157.0,44.0,8.0,0.0,31.0,30.0,5.0,10.0,0.0,2.0,22.0,0.303,0.359,0.472,0.359,5.6,2.55,2.2,1.27,14.0,6.4,7.6,- - -,1.53,0.331,51.0,4.69,4.05
