,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,267.2,3.43,1113.0,230.0,38.0,2.0,113.0,102.0,17.0,95.0,8.0,13.0,259.0,0.229,0.305,0.325,0.282,8.71,3.19,2.73,0.57,23.3,8.5,14.7,0.229,1.21,0.292,71.6,3.19,3.62
1,Total,Away,233.2,4.66,1055.0,244.0,42.0,3.0,138.0,121.0,23.0,118.0,15.0,6.0,206.0,0.262,0.354,0.397,0.329,7.93,4.54,1.75,0.89,19.5,11.2,8.3,0.262,1.55,0.315,68.5,4.19,4.31
