,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,920.0,4.44,3904.0,903.0,229.0,10.0,502.0,454.0,116.0,254.0,6.0,53.0,595.0,0.251,0.311,0.421,0.319,5.82,2.48,2.34,1.13,15.2,6.5,8.7,0.251,1.26,0.273,67.6,4.42,4.68
1,Total,Away,793.2,4.39,3422.0,751.0,141.0,15.0,437.0,387.0,108.0,307.0,8.0,45.0,541.0,0.245,0.323,0.41,0.323,6.13,3.48,1.76,1.22,15.8,9.0,6.8,0.245,1.33,0.266,70.0,4.81,4.85
