,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,49.2,5.62,209.0,55.0,12.0,0.0,32.0,31.0,9.0,12.0,1.0,0.0,21.0,0.279,0.321,0.477,0.341,3.81,2.17,1.75,1.63,10.1,5.7,4.3,0.279,1.35,0.275,64.3,5.29,4.72
1,Total,Away,29.0,4.34,128.0,25.0,6.0,1.0,14.0,14.0,4.0,16.0,4.0,1.0,18.0,0.225,0.333,0.421,0.317,5.59,4.97,1.13,1.24,14.1,12.5,1.6,0.225,1.41,0.236,76.9,5.36,5.57
