,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,30.1,- - -,128.0,33.0,6.0,0.0,25.0,18.0,6.0,3.0,0.0,2.0,22.0,0.268,0.297,0.467,0.325,6.53,0.89,7.33,1.78,17.2,2.3,14.9,- - -,1.19,0.284,43.9,4.71,3.84
1,Total,vs R,90.1,- - -,395.0,102.0,21.0,1.0,48.0,37.0,12.0,22.0,0.0,2.0,57.0,0.275,0.321,0.44,0.329,5.68,2.19,2.59,1.2,14.4,5.6,8.9,- - -,1.37,0.298,71.4,4.36,4.62
