,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,7.1,12.27,44.0,15.0,3.0,1.0,11.0,10.0,3.0,6.0,0.0,0.0,4.0,0.395,0.477,0.763,0.518,4.91,7.36,0.67,3.68,9.1,13.6,-4.6,0.395,2.86,0.387,59.5,9.64,6.4
1,Total,Away,4.2,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.188,0.368,0.2,0.289,5.79,7.71,0.75,0.0,15.0,20.0,-5.0,0.188,1.5,0.231,100.0,4.25,5.73
