,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,160.2,- - -,702.0,181.0,39.0,5.0,82.0,80.0,14.0,56.0,12.0,7.0,93.0,0.283,0.35,0.431,0.338,5.21,3.14,1.66,0.78,13.3,8.0,5.3,- - -,1.48,0.314,72.2,4.29,4.35
1,Total,vs R,213.2,- - -,889.0,211.0,40.0,2.0,95.0,92.0,24.0,56.0,7.0,8.0,171.0,0.256,0.313,0.404,0.312,7.2,2.36,3.05,1.01,19.2,6.3,12.9,- - -,1.25,0.297,74.6,3.88,3.86
