,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,1219.0,3.06,4878.0,1090.0,231.0,20.0,458.0,414.0,104.0,207.0,18.0,35.0,966.0,0.235,0.275,0.365,0.279,7.13,1.53,4.67,0.77,19.8,4.2,15.6,0.235,1.06,0.277,73.7,3.2,3.14
1,Total,Away,1194.0,3.28,4907.0,1187.0,163.0,19.0,469.0,435.0,94.0,237.0,9.0,39.0,916.0,0.256,0.3,0.365,0.293,6.9,1.79,3.87,0.71,18.7,4.8,13.8,0.256,1.19,0.302,74.7,3.26,3.33
