,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.0,- - -,71.0,15.0,4.0,0.0,9.0,9.0,2.0,8.0,1.0,0.0,20.0,0.238,0.324,0.397,0.311,11.25,4.5,2.5,1.13,28.2,11.3,16.9,- - -,1.44,0.317,69.3,3.77,3.66
1,Total,vs R,23.1,- - -,108.0,30.0,7.0,0.0,18.0,18.0,6.0,7.0,0.0,2.0,20.0,0.303,0.371,0.579,0.401,7.71,2.7,2.86,2.31,18.5,6.5,12.0,- - -,1.59,0.329,68.6,5.93,4.2
